,Clean_tweet,label
4879,researchers: most effective way to fight requires white people calling out white -s,1
26040,the inter-terrestrial on in,1
544,that doesn't prevent you from being a and a,1
22010,would be the best thing he has done yet,1
26436,you might be a libtard if...,1
25113,"history won't forget how barack obama was treated a!i, by via",1
25435,"please repo this guy, openly racist and reprehensible",1
20419,just learned that there're men who find breast feeding repulsive. &amp; some of those are fathers! does that makes any sense whatsoever?,1
22578,where on eah is pastor is he perhaps in prayer &amp; meditation on how to respond with spin to thisa|,1
29102,a against | by villy wang |,1
7172,more evil jew why is it jew controlled media has never and never will cite any non white groua|,1
31178,isn't it time we realized what we've done: read america's history!,1
1136,how &amp; system fail to protect victims of police,1
7131,white fragility: why itas so hard to talk to white people about :,1
29136,why can't women be defenders if they want?,1
1393,"dear wont buy more, if there s in yur retail sign, pissedoffitalian",1
23773,the left stops being so,1
27257,what about black tea?,1
18137,what's the difference between a jew and a pizza? a pizza doesn't scream in the oven. jokes,1
609,porn vids wwwsmallgirlsexcom,1
8115,are you &amp; feel like the are a|on you? listen,1
29010,excellent analysis &gt;&gt; this against is the real crisis in europe | apostolis fotiadis,1
27489,israeli regime has roots in racism,1
795,vps got multi-million dollar bonuses while average americans lost their homes. a|a|,1
1392,buffalo school districts boots trump ally over racist comments. :,1
10359,good night sweet d on the 5th day of is which means purpose. our purpose in 2017 is to fight,1
30268,you might be a libtard if...,1
30770,is a form of,1
2023,"""people of colour do not enjoy equality within the community;they are an excluded,marginalised group.""",1
19626,trump campaign official wants michelle obama to be alet loosea to live with african apes,1
24176,will send you to the inauguration~ join today!!,1
11722,"sadly, those you call your enemies are the majority of americans.",1
25894,that's how you got in . by being an australian doing shitty things .,1
13425,sign that i checked a bag at iah. every. single. time.,1
23144,"you are invited, you can help.700+ actions for sept 16-25",1
6518,".@user while can use phrases like is acceptable 2 ya, hm u isa|",1
20289,so when is the next klan meeting?,1
14699,farmer beaten during a land invasion crisis a loteni area via,1
11345,dear please give us a multi-racial &amp; objective list to prove you are not in your selectiona|,1
2606,most problems can be solved by talking to each other instead of about each other.,1
3456,your comments are reflections of ignorance and,1
19352,"you are invited, you can help.700+ actions for sept 16-25",1
16509,everytime i wear soccer shis joie fries me and says i look mexican as fuck d,1
3399,"in the i have seen many ""conservative"" memes over the last 8 years",1
26249,hows stuff like this still happening in the 21st century? what was the point of the civil rights movement if peoplea|,1
22925,done.. good idea... repoed you for abusive content as a troll,1
15930,"""..a broader phenomenon: the reemergence of in intellectual discourse""",1
9166,"hey you piece of , obama will always be more of a than you ever will",1
2721,how is viewed by women! explained b,1
27054,scientists are against ! but only if the child is less than 18 months old...,1
21205,are a| &amp; feel like the are stomping on you? listen,1
19516,men don't think is an issue the way white people don't think is an issue. try listening insteada|,1
31960,vandalised in in condemns act,1
16086,white fragility: why itas so hard to talk to white people about :,1
8735,vandalised in in condemns act,1
23909,i say we because i'm speaking collectively. i've always known. 2016 showed a lot. and white rage is still...,1
6323,wahhhh!!!!! white ppl arent allowed to do this!!! ddd. fuck you rich. we don't care d,1
7304,body cam reveals black students threatening white frat boys...,1
19777,it's already happening has given more reasons to be jolly.,1
26005,all of them preying on poor,1
19966,says a president elect that calls americans enemies,1
22064,he's an unamerican .,1
14297,"we might be going to hell, but we're not surprised at",1
26853,"btw, fuck blm and fuck that bitch which is real . any simpleton can figure that one out.",1
30080,: pupil suing school district after alleged classroom incident,1
7043,"so, no one, no one, in line said anything... silence is complicity in racism. speak up pea|",1
1116,no 'racist intent'? is this guy joking? via,1
10428,was a fighting &amp; in with her her her &amp; ha|,1
15884,i know who my real niggers are. all fake niggers &amp; uppity niggers get deleted. life's too sho for bs a|,1
10596,that's why bilal called the adhan on the kaaba always existed hamza yusuf that was not nice d,1
167,"you point one finger millions are pointed right back at you,",1
20803,who breathes through a wave? maybe you need to.,1
11331,"outraged by the emoji update. how dare they have a fat woman and not a fat man, are they saying only women can get fat? d$?degd 1/4",1
31179,no as u have termed him an outsider who gave u that right? i only said is more indian than many of us.a|,1
30444,billionaire chair of trump says he hopes obama dies and michelle goes back to being a male ape in africa.,1
6951,factophobia ale with people in 2017 who use following words:,1
18505,true wife sex stories chick gets fucked,1
1583,d own team up with &amp; show what &amp; combat,1
31201,and d? racist#deathwish,1
21255,"jews, christians and muslims all believe that good will prevail. cnn a|",1
29263,can sniff out subtle &amp; the ignorant in a nano second even if it is an underlying flippant comment towards someone else..,1
21485,so proud to have a mayor like who isnt afraid to speak the truth..and yes he is completely righta|,1
28386,milo yiannopoulos.is a hate mongering . i'll never buy another book from nazi ss and tossing any i have in the bin,1
1244,what america owes now,1
10037,girls in the world nude yong girl,1
20021,"you have no balls, lumpy. my girl was spot on. lumpy tony says i am a . prove it lumpy. bwahahahahaha",1
5954,french try to &amp; indians in,1
29065,why is ignored,1
4303,.@user gives white nationalist troll a platform to spread his hate. won't be reading/buying any of their booa|,1
3057,and destructive socialists,1
10855,you might be a libtard if...,1
780,thank you!! the power of,1
20541,boys play sex womens,1
19334,vandalised in in condemns act,1
31404,if you don't like his that's one thing but why the ?? so dd 3/4 dd 3/4,1
26308,retweeted baycat (@user msg of for a business to end .,1
22359,"just got done threatening my coworker to give me money and he says ""black male is illegal"" smh",1
16559,you might be a libtard if...,1
16082,then what is it?,1
28465,"and are a spectrum. if you voted for , you are on it.",1
5151,"keep in mind is totally not , but all whites are dumb....",1
21964,i hope the guy won't say how come only trump gets to speak his mind d..people! enough with the pc already,1
12894,amateur spanking vids against women in the workplace,1
31933,judd is a &amp;,1
23534,and the movement,1
21363,boob camron diaz naked pics,1
10898,are you &amp; feel like a| are stomping on you? listen,1
3356,check out this post! confession: i'm,1
22000,on ya prince charles! - issued veiled warning over and return to 'dark days of 1930s',1
22195,are you &amp; a| like the are stomping on you? listen,1
21801,what a stellar year it's been for,1
27425,"a animation by rima regas, blog#42",1
7442,you win douchelord of the year. good work.,1
10197,proved my point-. and i hardly think teen vogue classifies as fake news. you just don't like her opinion,1
